id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1688831374358	3770559;target_only_gendered_noun+pronoun;Positive 4;1 AGME	Nemcsak a testvérem, hanem a legnagyobb pártfogóm is, ezért nagyon hálás vagyok neki.	She is not only my sister, but also my biggest patroness, so I am very grateful to her.	He is not only my brother, but also my biggest patron, so I am very grateful to him.	They are not only my sibling, but also my biggest supporter, so I am very grateful to them.		They are not only my sibling, but also my biggest supporter, so I am very grateful to them.	
1688831913003	3770578;Positive 5;multi;2 AGMEs;target_only_gendered_noun;target_only_gendered_pronoun	A hitvese mindig megjósolja neki, mi fog történni.	Her wife always predicts for her what is going to happen.	His husband always predicts for him what is going to happen.	Their spouse always predicts for them what is going to happen.	Her husband always predicts for her what is going to happen. | Her spouse always predicts for her what is going to happen. | His wife always predicts for him what is going to happen. | His spouse always predicts for him what is going to happen. | Their wife always predicts for them what is going to happen. | Their husband always predicts for them what is going to happen.	Their spouse always predicts for them what is going to happen.	
1688831950416	3770638;Positive 5;multi;2 AGMEs;target_only_gendered_noun;target_only_gendered_noun+pronoun	A vadászt nem érdekli, hogy mit gondol róla a cserkész.	The huntress doesn't care what the girl scout thinks of her.	The huntsman doesn't care what the boy scout thinks of him.	The hunter doesn't care what the scout thinks of them.	The huntress doesn't care what the boy scout thinks of her. | The huntress doesn't care what the scout thinks of her. | The huntsman doesn't care what the girl scout thinks of him. | The huntsman doesn't care what the scout thinks of him. | The hunter doesn't care what the girl scout thinks of them. | The hunter doesn't care what the boy scout thinks of them.  	The hunter doesn't care what the scout thinks of them.	
1688832545982	3771076;Positive 5;2 AGMEs;multi;target_only_gendered_noun+pronoun;target_only_gendered_noun	A postás belépett a vállalkozó irodájába és egy dobozt látott az asztalán.	The postwoman entered the businesswoman's office and saw a box on her desk.	The postman entered the businessman's office and saw a box on his desk.	The letter-carrier entered the businessperson's office and saw a box on their desk.	The postwoman entered the businessman's office and saw a box on his desk. | The postwoman entered the businessperson's office and saw a box on their desk. | The postman entered the businesswoman's office and saw a box on her desk. | The postman entered the businessperson's office and saw a box on their desk. | The letter-carrier entered the businesswoman's office and saw a box on her desk. | The letter-carrier entered the businessman's office and saw a box on his desk.	The letter-carrier entered the businessperson's office and saw a box on their desk.	
1688832739428	3771747;Mixed;multi;1 AGME;target_only_gendered_noun;source+target_gendered_noun+pronoun;source+target_gendered_noun	A sógorom azt szeretné, hogy én legyek a gyermeke keresztapja.	My brother-in-law wants me to be godfather to his daughter.	My brother-in-law wants me to be godfather to his son.	My brother-in-law wants me to be godfather to his child.		My brother-in-law wants me to be godfather to their child.	
1687511624144	3777094;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Mit tenne a barátnője, ha rájönne?	What would her girlfriend do if she found out?	What would his girlfriend do if she found out?	What would their girlfriend do if she found out?		What would their girlfriend do if they found out?	
1688832902817	3777400;Positive 5;target_only_gendered_noun+pronoun;multi;2 AGMEs	A rendőr eldöntötte, hogy elmondja a pultosnak, hogy ő az, akit szeret.	The policewoman decided to tell the barwoman that she was the one she loved.	The policeman decided to tell the barman that he was the one he loved.	The police officer decided to tell the bartender that they were the one they loved.	The policewoman decided to tell the barman that he was the one she loved. | The policewoman decided to tell the bartender that they were the one she loved. | The policeman decided to tell the barwoman that she was the one he loved. | The policeman decided to tell the bartender that they were the one he loved. | The police officer decided to tell the barwoman that she was the one they loved. | The police officer decided to tell the barman that he was the one they loved.	The police officer decided to tell the bartender that they were the one they loved.	
1688871011046	3777417;Mixed;1 AGME;multi;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Szerinte az a lány engem vár, de én nem ismerem.	She says that girl is waiting for me, but I don't know her.	He says that girl is waiting for me, but I don't know her.	They say that girl is waiting for me, but I don't know her.		They say that girl is waiting for me, but I don't know them.	
1688871067793	3777424;Mixed;multi;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun	Elhagyná a feleségét értem, vagy együtt maradna vele?	Would she leave her wife for me or stay with her?	Would he leave his wife for me or stay with her?	Would they leave their wife for me or stay with her?		Would they leave their wife for me or stay with them?	
1688840581714	3779963;Positive 5;multi;2 AGMEs;target_only_gendered_noun;target_only_gendered_pronoun	Amikor elfelejtette az ígéretét, az örököse nagyon dühös lett.	When she forgot her promise, her heiress became very angry.	When he forgot his promise, his heir became very angry.		When she forgot her promise, her heir became very angry. | When he forgot his promise, his heiress became very angry.		
1688840713144	3779982;Positive 5;multi;2 AGMEs;target_only_gendered_noun+pronoun;target_only_gendered_noun	A vállalkozó egy órával ezelőtt találkozott a tanácsossal az irodájában.	The businesswoman met the councilwoman in her office an hour ago.	The businessman met the councilman in his office an hour ago.	The businessperson met the councillor in their office an hour ago.	The businesswoman met the councilman in his office an hour ago. | The businesswoman met the councillor in their office an hour ago. | The businessman met the councilwoman in her office an hour ago. | The businessman met the councillor in their office an hour ago. | The businessperson met the councilwoman in her office an hour ago. | The businessperson met the councilman in his office an hour ago.  	The businessperson met the councillor in their office an hour ago.	
